PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y
Rachel Banham,Above the Break 3,Left Side Center(LC),24+ ft.,24,-206,133
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,27
Damiris Dantas,Above the Break 3,Center(C),16-24 ft.,23,-59,230
Arike Ogunbowale,Above the Break 3,Right Side Center(RC),24+ ft.,23,105,215
Rachel Banham,Mid-Range,Center(C),16-24 ft.,16,-11,162
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,2,-26,11
Rachel Banham,Above the Break 3,Right Side(R),16-24 ft.,23,196,131
Satou Sabally,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,35
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,1,18,2
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,38
Crystal Dangerfield,Restricted Area,Center(C),Less Than 8 ft.,2,-17,12
Crystal Dangerfield,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,37,56
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,1,-9,5
Candace Parker,Left Corner 3,Left Side(L),24+ ft.,22,-223,7
Brittney Sykes,Left Corner 3,Left Side(L),24+ ft.,22,-226,17
Chelsea Gray,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,213
Sue Bird,Above the Break 3,Center(C),24+ ft.,24,-3,241
Kristine Anigwe,Restricted Area,Center(C),Less Than 8 ft.,2,-7,19
Candace Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,25,51
Jewell Loyd,Mid-Range,Right Side(R),8-16 ft.,15,157,27
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,3,28,23
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,-20,12
Candace Parker,Above the Break 3,Right Side Center(RC),24+ ft.,23,194,138
Breanna Stewart,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,12
Chelsea Gray,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,78,30
Jewell Loyd,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,22,36
Brittney Sykes,In The Paint (Non-RA),Center(C),8-16 ft.,8,-29,79
Alysha Clark,Restricted Area,Center(C),Less Than 8 ft.,3,25,20
Riquna Williams,Mid-Range,Left Side Center(LC),16-24 ft.,20,-109,168
Riquna Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,31
Sami Whitcomb,Restricted Area,Center(C),Less Than 8 ft.,2,-24,7
Riquna Williams,Mid-Range,Center(C),16-24 ft.,17,3,176
Riquna Williams,Mid-Range,Left Side Center(LC),16-24 ft.,16,-92,138
Natasha Howard,Above the Break 3,Center(C),24+ ft.,24,-43,237
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,-26,11
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,18,11
Chelsea Gray,Mid-Range,Left Side(L),8-16 ft.,8,-82,18
Brittney Sykes,Restricted Area,Center(C),Less Than 8 ft.,3,25,23
Candace Parker,Above the Break 3,Left Side(L),16-24 ft.,23,-192,137
Ezi Magbegor,Mid-Range,Center(C),16-24 ft.,17,0,170
Sue Bird,Mid-Range,Center(C),8-16 ft.,15,62,142
Ezi Magbegor,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,13
Chelsea Gray,In The Paint (Non-RA),Center(C),8-16 ft.,8,-28,78
Jewell Loyd,Restricted Area,Center(C),Less Than 8 ft.,2,24,15
Sydney Wiese,Above the Break 3,Right Side Center(RC),24+ ft.,24,208,131
Candace Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,55
Jewell Loyd,Above the Break 3,Right Side Center(RC),24+ ft.,24,221,96
Jewell Loyd,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,17
Candace Parker,Above the Break 3,Center(C),24+ ft.,24,-74,232
Sue Bird,Mid-Range,Left Side(L),16-24 ft.,21,-195,87
Natasha Howard,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-13,55
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,-13,24
Candace Parker,Above the Break 3,Center(C),16-24 ft.,23,25,231
Brittney Sykes,Restricted Area,Center(C),Less Than 8 ft.,3,15,31
Sue Bird,Mid-Range,Left Side(L),16-24 ft.,17,-145,95
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,-19,20
Chelsea Gray,Mid-Range,Center(C),16-24 ft.,18,13,184
Epiphanny Prince,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,52,57
Marie Gülich,Restricted Area,Center(C),Less Than 8 ft.,3,-35,11
Breanna Stewart,Above the Break 3,Right Side Center(RC),24+ ft.,24,100,226
Marie Gülich,Restricted Area,Center(C),Less Than 8 ft.,3,32,22
Chelsea Gray,Mid-Range,Left Side Center(LC),16-24 ft.,19,-71,183
Jewell Loyd,Restricted Area,Center(C),Less Than 8 ft.,3,26,17
Brittney Sykes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,21
Epiphanny Prince,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,14,54
Sami Whitcomb,Right Corner 3,Right Side(R),24+ ft.,23,231,27
Seimone Augustus,Mid-Range,Right Side Center(RC),16-24 ft.,20,139,152
Breanna Stewart,Mid-Range,Left Side Center(LC),16-24 ft.,17,-85,153
Te'a Cooper,Restricted Area,Center(C),Less Than 8 ft.,3,-33,18
Te'a Cooper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,21
Alysha Clark,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,185
Seimone Augustus,Mid-Range,Left Side(L),16-24 ft.,16,-163,0
Chelsea Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,33
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,2,26,11
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,-24,24
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,-24,24
Jewell Loyd,Left Corner 3,Left Side(L),24+ ft.,23,-230,-9
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,2,-24,12
Jasmine Thomas,Mid-Range,Right Side(R),16-24 ft.,19,187,60
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,7,60
Jasmine Thomas,Mid-Range,Right Side Center(RC),16-24 ft.,17,120,134
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,14
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,26,67
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,28,59
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,5
Tiffany Mitchell,Above the Break 3,Center(C),24+ ft.,25,-48,254
Kaila Charles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,30,34
Kelsey Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,24,170,179
Beatrice Mompremier,Mid-Range,Right Side(R),8-16 ft.,12,124,-5
Kaila Charles,Mid-Range,Right Side(R),8-16 ft.,8,81,34
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,13
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,18
Jasmine Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,41,31
Kennedy Burke,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,7
Bria Holmes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,34
Kathleen Doyle,Restricted Area,Center(C),Less Than 8 ft.,3,36,9
Kelsey Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-46,25
Kelsey Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,186
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,4
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Brionna Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,12
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,22
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,25
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,2,28,9
Julie Allemand,Above the Break 3,Right Side Center(RC),24+ ft.,24,164,179
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,35,55
Kelsey Mitchell,Above the Break 3,Center(C),16-24 ft.,23,-22,233
Natalie Achonwa,Mid-Range,Right Side Center(RC),16-24 ft.,19,135,145
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,31,25
Natalie Achonwa,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,33
DeWanna Bonner,Mid-Range,Left Side Center(LC),16-24 ft.,18,-76,168
Kennedy Burke,Restricted Area,Center(C),Less Than 8 ft.,3,-26,18
DeWanna Bonner,Above the Break 3,Left Side Center(LC),24+ ft.,27,-184,206
Natalie Achonwa,Mid-Range,Center(C),16-24 ft.,19,47,185
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-58,42
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Jasmine Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,19
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,23
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,3,37,-5
Julie Allemand,Above the Break 3,Center(C),16-24 ft.,22,56,222
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,3,28,19
Tiffany Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,31,61
Kamiah Smalls,Left Corner 3,Left Side(L),24+ ft.,23,-234,23
DeWanna Bonner,Mid-Range,Left Side(L),8-16 ft.,13,-134,8
Candice Dupree,Mid-Range,Left Side(L),8-16 ft.,13,-130,36
Brionna Jones,Mid-Range,Right Side(R),8-16 ft.,13,135,11
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,34,13
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,3,-35,18
Tiffany Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,24,220,104
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-36,41
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,26,18
Brionna Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,33
Kelsey Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,27,178,215
Natisha Hiedeman,Above the Break 3,Center(C),24+ ft.,26,0,262
Candice Dupree,Mid-Range,Center(C),8-16 ft.,15,-27,157
Kelsey Mitchell,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,65,85
Essence Carson,Above the Break 3,Left Side Center(LC),24+ ft.,25,-79,242
Natisha Hiedeman,Restricted Area,Center(C),Less Than 8 ft.,3,25,25
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-19,36
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,30,12
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,-34,14
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,2,-25,15
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,2,-27,6
Kayla McBride,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5,54
Courtney Williams,Mid-Range,Right Side(R),8-16 ft.,14,147,18
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,2,25,10
Kayla McBride,Mid-Range,Center(C),16-24 ft.,19,57,190
Jackie Young,Mid-Range,Center(C),16-24 ft.,19,43,189
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Williams,Restricted Area,Center(C),Less Than 8 ft.,1,15,12
Kayla McBride,Above the Break 3,Center(C),24+ ft.,25,57,248
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,54
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,29,20
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,19,117,155
Angel McCoughtry,Mid-Range,Left Side Center(LC),16-24 ft.,17,-64,162
Angel McCoughtry,Mid-Range,Right Side Center(RC),16-24 ft.,18,97,154
Blake Dietrick,Above the Break 3,Right Side Center(RC),16-24 ft.,23,179,156
Angel McCoughtry,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,46
Blake Dietrick,Restricted Area,Center(C),Less Than 8 ft.,2,-15,21
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,6
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,3,25,30
Chennedy Carter,Restricted Area,Center(C),Less Than 8 ft.,2,12,20
Kayla McBride,Mid-Range,Center(C),16-24 ft.,20,11,207
Courtney Williams,Mid-Range,Center(C),16-24 ft.,18,42,181
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,-28,11
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,3,-34,19
Chennedy Carter,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-35,68
Betnijah Laney,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,33
Jackie Young,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,228
Chennedy Carter,Restricted Area,Center(C),Less Than 8 ft.,3,-38,11
Sugar Rodgers,Above the Break 3,Left Side Center(LC),24+ ft.,25,-212,140
A'ja Wilson,In The Paint (Non-RA),Center(C),8-16 ft.,8,13,79
Chennedy Carter,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4,70
A'ja Wilson,In The Paint (Non-RA),Center(C),8-16 ft.,15,-75,133
Betnijah Laney,Mid-Range,Center(C),16-24 ft.,19,-28,191
Chennedy Carter,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,3
Betnijah Laney,Mid-Range,Center(C),16-24 ft.,20,-2,207
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,19,74,183
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,3,-33,10
Chennedy Carter,Restricted Area,Center(C),Less Than 8 ft.,3,19,35
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,30,60
Kayla McBride,Above the Break 3,Left Side Center(LC),24+ ft.,24,-175,170
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,13
Courtney Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-42,60
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,18,130,127
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Williams,Mid-Range,Left Side Center(LC),16-24 ft.,20,-91,184
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,27,23
A'ja Wilson,In The Paint (Non-RA),Center(C),8-16 ft.,11,-49,106
Jackie Young,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-27,60
Jackie Young,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,30,36
Jackie Young,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,23,34
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,8,59
Chennedy Carter,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-25,49
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,3,-30,18
Glory Johnson,Mid-Range,Right Side Center(RC),16-24 ft.,20,101,180
Chennedy Carter,In The Paint (Non-RA),Center(C),8-16 ft.,8,17,81
Courtney Williams,In The Paint (Non-RA),Center(C),8-16 ft.,13,-7,138
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,-8,35
Kayla McBride,Restricted Area,Center(C),Less Than 8 ft.,3,37,15
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,3,-35,12
Monique Billings,In The Paint (Non-RA),Center(C),8-16 ft.,14,49,138
Angel McCoughtry,Mid-Range,Left Side(L),8-16 ft.,10,-86,59
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,2,-22,15
Shatori Walker-Kimbrough,Above the Break 3,Left Side Center(LC),24+ ft.,24,-91,227
Diana Taurasi,Above the Break 3,Left Side Center(LC),24+ ft.,24,-138,208
Amanda Zahui B,Above the Break 3,Center(C),24+ ft.,25,-4,250
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,62,23
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,48
Layshia Clarendon,Restricted Area,Center(C),Less Than 8 ft.,2,14,19
Joyner Holmes,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,10
Alanna Smith,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Joyner Holmes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-62,33
Leaonna Odom,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,60
Joyner Holmes,Restricted Area,Center(C),Less Than 8 ft.,3,-22,33
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,24,207,131
Joyner Holmes,Above the Break 3,Left Side Center(LC),24+ ft.,24,-219,104
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,53
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,3,22,25
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,3,26,18
Kia Vaughn,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,76
Kia Vaughn,Restricted Area,Center(C),Less Than 8 ft.,2,-27,10
Jocelyn Willoughby,Above the Break 3,Left Side Center(LC),24+ ft.,25,-182,185
Kia Vaughn,In The Paint (Non-RA),Center(C),8-16 ft.,12,58,107
Diana Taurasi,Above the Break 3,Right Side Center(RC),24+ ft.,25,142,206
Shatori Walker-Kimbrough,Above the Break 3,Right Side Center(RC),24+ ft.,23,189,146
Kia Vaughn,Mid-Range,Right Side(R),8-16 ft.,10,106,23
Kia Nurse,Above the Break 3,Left Side Center(LC),24+ ft.,28,-167,237
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,34
Shatori Walker-Kimbrough,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,26
Kiah Stokes,Restricted Area,Center(C),Less Than 8 ft.,3,-24,28
Shatori Walker-Kimbrough,Above the Break 3,Left Side(L),16-24 ft.,23,-211,108
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,25,160,203
Kia Nurse,Mid-Range,Left Side Center(LC),16-24 ft.,16,-71,144
Skylar Diggins-Smith,Mid-Range,Left Side Center(LC),16-24 ft.,16,-90,141
Layshia Clarendon,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,14,71
Layshia Clarendon,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,59,23
Diana Taurasi,Above the Break 3,Right Side Center(RC),24+ ft.,26,194,180
Joyner Holmes,In The Paint (Non-RA),Center(C),8-16 ft.,13,1,138
Sophie Cunningham,Above the Break 3,Left Side(L),16-24 ft.,23,-207,116
Sophie Cunningham,Above the Break 3,Left Side Center(LC),24+ ft.,24,-214,114
Shatori Walker-Kimbrough,Mid-Range,Left Side Center(LC),16-24 ft.,16,-69,151
Joyner Holmes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,54,43
Sophie Cunningham,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,41,25
Layshia Clarendon,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,31
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),8-16 ft.,10,36,103
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,3,-9,33
Jazmine Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-57,34
Layshia Clarendon,Restricted Area,Center(C),Less Than 8 ft.,3,-25,20
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,30,30
Kia Nurse,Restricted Area,Center(C),Less Than 8 ft.,3,7,37
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,3,26,22
Kia Vaughn,Mid-Range,Right Side(R),8-16 ft.,13,125,45
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,22
Kia Vaughn,Mid-Range,Left Side Center(LC),16-24 ft.,18,-73,169
Sophie Cunningham,Restricted Area,Center(C),Less Than 8 ft.,3,37,8
Allisha Gray,Mid-Range,Left Side(L),16-24 ft.,16,-142,76
Katie Lou Samuelson,Above the Break 3,Right Side(R),24+ ft.,23,231,38
Emma Meesseman,Mid-Range,Left Side(L),16-24 ft.,17,-168,29
Katie Lou Samuelson,Above the Break 3,Right Side Center(RC),24+ ft.,24,213,118
Leilani Mitchell,Mid-Range,Left Side(L),8-16 ft.,11,-106,30
Leilani Mitchell,Mid-Range,Center(C),16-24 ft.,16,-11,163
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,3,-35,-3
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,23
Arike Ogunbowale,Above the Break 3,Right Side Center(RC),24+ ft.,25,123,224
Kiara Leslie,Above the Break 3,Center(C),24+ ft.,24,-1,244
Kayla Thornton,Restricted Area,Center(C),Less Than 8 ft.,3,37,11
Tianna Hawkins,Mid-Range,Right Side(R),8-16 ft.,10,108,11
Leilani Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,18
Kayla Thornton,Above the Break 3,Right Side(R),24+ ft.,23,225,83
Ariel Atkins,Mid-Range,Left Side Center(LC),16-24 ft.,18,-78,167
Sug Sutton,Above the Break 3,Right Side Center(RC),24+ ft.,27,172,212
Tyasha Harris,Mid-Range,Center(C),16-24 ft.,20,61,193
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,2,-24,17
Tianna Hawkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-61,35
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-41,20
Jacki Gemelos,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,53,8
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,61,43
Allisha Gray,Mid-Range,Left Side Center(LC),16-24 ft.,16,-91,142
Ariel Atkins,Above the Break 3,Right Side(R),16-24 ft.,23,206,114
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,25,67
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,3,-36,17
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,17
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,15
Satou Sabally,Above the Break 3,Center(C),24+ ft.,24,30,248
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,3,-17,36
Arike Ogunbowale,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,58,78
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,12
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,3,37,2
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,54,36
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,3,-35,13
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,2,26,1
Kiara Leslie,Restricted Area,Center(C),Less Than 8 ft.,2,25,15
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,12
Jacki Gemelos,Above the Break 3,Right Side Center(RC),24+ ft.,27,147,230
Arike Ogunbowale,Mid-Range,Left Side(L),16-24 ft.,18,-179,56
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,41,36
Tyasha Harris,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,8
Ariel Atkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-35,59
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,37,-1
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,2,-8,23
Tianna Hawkins,Restricted Area,Center(C),Less Than 8 ft.,3,-13,31
Allisha Gray,In The Paint (Non-RA),Center(C),8-16 ft.,8,10,82
Myisha Hines-Allen,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-109,206
Marina Mabrey,Above the Break 3,Left Side Center(LC),24+ ft.,26,-170,200
Arike Ogunbowale,Above the Break 3,Right Side Center(RC),24+ ft.,25,93,239
Leilani Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,25,162,199
Ariel Atkins,Mid-Range,Center(C),8-16 ft.,15,12,157
Jacki Gemelos,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,13
Leilani Mitchell,In The Paint (Non-RA),Center(C),8-16 ft.,8,-7,87
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,2,14,18
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,2,-8,22
Satou Sabally,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,26,35
Marina Mabrey,Above the Break 3,Left Side Center(LC),24+ ft.,24,-225,101
Ariel Atkins,Mid-Range,Center(C),16-24 ft.,17,-49,173
Allisha Gray,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-61,66
Emma Meesseman,Mid-Range,Left Side Center(LC),16-24 ft.,17,-71,163
