PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y
Sydney Wiese,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,30
Chelsea Gray,Mid-Range,Center(C),16-24 ft.,19,-48,188
Candace Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,11
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Satou Sabally,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,70,18
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Brittney Sykes,Above the Break 3,Right Side(R),24+ ft.,23,228,65
Riquna Williams,Mid-Range,Left Side Center(LC),16-24 ft.,18,-75,164
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7
Kayla Thornton,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,133
Chelsea Gray,Mid-Range,Center(C),16-24 ft.,19,-1,191
Kayla Thornton,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,144
Tyasha Harris,Above the Break 3,Left Side(L),24+ ft.,22,-224,44
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Chelsea Gray,Mid-Range,Left Side Center(LC),16-24 ft.,20,-81,186
Tierra Ruffin-Pratt,Restricted Area,Center(C),Less Than 8 ft.,2,22,9
Arike Ogunbowale,Above the Break 3,Center(C),16-24 ft.,23,35,231
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Candace Parker,Mid-Range,Left Side Center(LC),16-24 ft.,18,-75,165
Arike Ogunbowale,Above the Break 3,Right Side(R),24+ ft.,24,232,80
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,3,31,7
Emma Meesseman,Mid-Range,Left Side(L),8-16 ft.,11,-113,0
Jewell Loyd,Above the Break 3,Right Side Center(RC),24+ ft.,24,210,128
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,18,29
Emma Meesseman,Restricted Area,Center(C),Less Than 8 ft.,3,25,27
Sue Bird,Restricted Area,Center(C),Less Than 8 ft.,3,25,20
Jewell Loyd,Mid-Range,Left Side(L),8-16 ft.,11,-96,71
Ariel Atkins,Above the Break 3,Right Side(R),24+ ft.,23,227,47
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,1,4,15
Leilani Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-178,163
Jewell Loyd,Restricted Area,Center(C),Less Than 8 ft.,1,11,11
Sue Bird,Above the Break 3,Left Side Center(LC),24+ ft.,23,-96,219
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,43
Jordin Canada,Mid-Range,Left Side(L),8-16 ft.,9,-97,-18
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,2,-19,12
Tianna Hawkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-9,39
Alysha Clark,Mid-Range,Left Side(L),8-16 ft.,8,-88,15
Jacki Gemelos,Left Corner 3,Left Side(L),24+ ft.,23,-231,6
Alaina Coates,Restricted Area,Center(C),Less Than 8 ft.,3,-26,18
Sami Whitcomb,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,205
Sami Whitcomb,Above the Break 3,Left Side Center(LC),24+ ft.,25,-110,232
Jacki Gemelos,Restricted Area,Center(C),Less Than 8 ft.,2,-24,17
Mercedes Russell,Restricted Area,Center(C),Less Than 8 ft.,3,-35,2
Alaina Coates,Restricted Area,Center(C),Less Than 8 ft.,3,-35,7
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,3,24,22
Emma Meesseman,Above the Break 3,Right Side Center(RC),24+ ft.,24,142,199
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,30
Emma Meesseman,Mid-Range,Right Side(R),8-16 ft.,14,94,109
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,2,21,18
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,3,-31,18
Leilani Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,-30,17
Jewell Loyd,Above the Break 3,Left Side Center(LC),24+ ft.,26,-145,219
Sue Bird,Mid-Range,Right Side(R),8-16 ft.,13,135,35
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,3,-25,29
Emma Meesseman,In The Paint (Non-RA),Center(C),8-16 ft.,10,22,106
Tianna Hawkins,Restricted Area,Center(C),Less Than 8 ft.,3,-26,23
Ezi Magbegor,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,25
Jacki Gemelos,Above the Break 3,Left Side Center(LC),24+ ft.,30,-160,263
Jordin Canada,Restricted Area,Center(C),Less Than 8 ft.,2,-15,17
Sug Sutton,Above the Break 3,Right Side Center(RC),24+ ft.,24,145,201
Kiara Leslie,Restricted Area,Center(C),Less Than 8 ft.,3,24,23
Breanna Stewart,Mid-Range,Center(C),8-16 ft.,14,0,142
Tianna Hawkins,Above the Break 3,Left Side Center(LC),24+ ft.,24,-120,219
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,3,28,13
Breanna Stewart,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,18
Tianna Hawkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,24,32
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Emma Meesseman,Mid-Range,Left Side Center(LC),16-24 ft.,21,-132,168
Ariel Atkins,Mid-Range,Left Side(L),8-16 ft.,15,-122,90
Emma Meesseman,Mid-Range,Right Side(R),16-24 ft.,18,152,97
Leilani Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,28,47
Layshia Clarendon,Above the Break 3,Left Side Center(LC),24+ ft.,24,-92,228
Chennedy Carter,Restricted Area,Center(C),Less Than 8 ft.,3,-24,19
Paris Kea,Above the Break 3,Right Side Center(RC),16-24 ft.,23,136,193
Courtney Williams,Mid-Range,Center(C),16-24 ft.,21,-41,213
Amanda Zahui B,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,208
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,33,19
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,2,17,13
Amanda Zahui B,Restricted Area,Center(C),Less Than 8 ft.,3,24,23
Leaonna Odom,Left Corner 3,Left Side(L),24+ ft.,22,-227,0
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,24,28
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,2,24,11
Jazmine Jones,Restricted Area,Center(C),Less Than 8 ft.,2,24,11
Paris Kea,Mid-Range,Right Side(R),8-16 ft.,14,86,120
Glory Johnson,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,60,73
Chennedy Carter,Mid-Range,Left Side(L),8-16 ft.,14,-109,103
Monique Billings,Mid-Range,Right Side(R),8-16 ft.,15,145,45
Kia Nurse,Above the Break 3,Center(C),24+ ft.,25,26,253
Courtney Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-39,67
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kia Nurse,Above the Break 3,Left Side Center(LC),24+ ft.,23,-132,200
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,18,75,168
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Blake Dietrick,Above the Break 3,Center(C),24+ ft.,25,-43,250
Paris Kea,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-29,41
Chennedy Carter,Restricted Area,Center(C),Less Than 8 ft.,2,22,10
Chennedy Carter,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,2,71
Kiah Stokes,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Courtney Williams,Mid-Range,Right Side Center(RC),16-24 ft.,20,70,190
Betnijah Laney,Above the Break 3,Right Side Center(RC),24+ ft.,24,184,157
Kia Nurse,Restricted Area,Center(C),Less Than 8 ft.,2,-9,20
Courtney Williams,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,78,128
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,3,-33,12
Jocelyn Willoughby,Restricted Area,Center(C),Less Than 8 ft.,3,-15,30
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,2,24,9
Glory Johnson,In The Paint (Non-RA),Center(C),8-16 ft.,9,3,95
Jazmine Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-34,56
Joyner Holmes,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,2,-22,4
Jazmine Jones,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,4,47
Shekinna Stricklen,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,83
Shekinna Stricklen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,34,36
Leaonna Odom,Restricted Area,Center(C),Less Than 8 ft.,3,-13,30
Courtney Williams,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,76,99
Courtney Williams,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,79,60
Betnijah Laney,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,20,53
DeWanna Bonner,Above the Break 3,Center(C),16-24 ft.,23,6,236
A'ja Wilson,In The Paint (Non-RA),Center(C),8-16 ft.,13,-62,117
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,-17,27
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,1,12,15
Carolyn Swords,Restricted Area,Center(C),Less Than 8 ft.,3,-25,22
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,24,15
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-17,69
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,25,28
Angel McCoughtry,Above the Break 3,Right Side Center(RC),24+ ft.,26,164,202
Jackie Young,Mid-Range,Left Side Center(LC),16-24 ft.,20,-79,189
Kaila Charles,Restricted Area,Center(C),Less Than 8 ft.,2,20,15
Jackie Young,Mid-Range,Center(C),16-24 ft.,21,39,207
Kaila Charles,Restricted Area,Center(C),Less Than 8 ft.,3,-30,10
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,23
Beatrice Mompremier,Mid-Range,Left Side(L),8-16 ft.,13,-87,109
Jackie Young,Mid-Range,Left Side Center(LC),16-24 ft.,19,-106,162
Jackie Young,In The Paint (Non-RA),Center(C),8-16 ft.,10,43,97
Jackie Young,Mid-Range,Center(C),16-24 ft.,21,32,212
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,2,-6,29
Beatrice Mompremier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,16
Beatrice Mompremier,Restricted Area,Center(C),Less Than 8 ft.,1,-4,-12
Jackie Young,Mid-Range,Center(C),16-24 ft.,16,25,167
Kayla McBride,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,41
Brionna Jones,Mid-Range,Left Side Center(LC),16-24 ft.,16,-66,152
Kayla McBride,Mid-Range,Center(C),16-24 ft.,16,-24,164
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,3,25,18
Theresa Plaisance,Restricted Area,Center(C),Less Than 8 ft.,3,20,31
A'ja Wilson,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-75,67
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,2,27,8
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,32,21
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,3,23,22
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
A'ja Wilson,Mid-Range,Right Side Center(RC),16-24 ft.,16,76,147
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,3,-13,28
Kayla McBride,Above the Break 3,Right Side Center(RC),24+ ft.,24,196,150
Kayla McBride,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-171,160
Kaila Charles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,15,50
Angel McCoughtry,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Briann January,Mid-Range,Center(C),16-24 ft.,19,-29,191
A'ja Wilson,Mid-Range,Right Side(R),8-16 ft.,9,98,-5
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-21,68
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,3,30,17
Kayla McBride,In The Paint (Non-RA),Center(C),8-16 ft.,14,50,133
Essence Carson,Mid-Range,Left Side Center(LC),16-24 ft.,22,-124,185
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-50,22
Briann January,Mid-Range,Left Side Center(LC),16-24 ft.,16,-114,119
Jackie Young,Mid-Range,Left Side(L),8-16 ft.,15,-88,122
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,1,15,11
Brionna Jones,Mid-Range,Left Side(L),16-24 ft.,16,-165,0
Brionna Jones,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
A'ja Wilson,Restricted Area,Center(C),Less Than 8 ft.,2,22,17
Natisha Hiedeman,Restricted Area,Center(C),Less Than 8 ft.,2,-15,23
Dearica Hamby,Above the Break 3,Right Side Center(RC),24+ ft.,24,128,208
Dearica Hamby,Above the Break 3,Left Side Center(LC),24+ ft.,25,-87,243
Dearica Hamby,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,22
Kaleena Mosqueda-Lewis,Above the Break 3,Right Side Center(RC),24+ ft.,25,144,216
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,1,11,15
Theresa Plaisance,Above the Break 3,Center(C),24+ ft.,26,-15,265
A'ja Wilson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,12
Jackie Young,Restricted Area,Center(C),Less Than 8 ft.,2,24,-1
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,0,7,2
Dearica Hamby,Restricted Area,Center(C),Less Than 8 ft.,2,12,20
Kaleena Mosqueda-Lewis,Above the Break 3,Right Side Center(RC),24+ ft.,23,205,120
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,1,8,12
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,215
Diana Taurasi,Above the Break 3,Center(C),24+ ft.,25,-48,254
Kia Vaughn,Restricted Area,Center(C),Less Than 8 ft.,2,0,22
Candice Dupree,Mid-Range,Center(C),16-24 ft.,19,-8,196
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,3,1,31
Candice Dupree,Restricted Area,Center(C),Less Than 8 ft.,3,-14,31
Julie Allemand,Restricted Area,Center(C),Less Than 8 ft.,3,30,22
Shatori Walker-Kimbrough,Mid-Range,Center(C),16-24 ft.,19,-55,183
Kennedy Burke,Above the Break 3,Right Side Center(RC),24+ ft.,25,139,211
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kelsey Mitchell,Mid-Range,Center(C),16-24 ft.,21,-45,207
Diana Taurasi,Above the Break 3,Center(C),24+ ft.,24,59,241
Skylar Diggins-Smith,Above the Break 3,Right Side(R),24+ ft.,23,220,77
Julie Allemand,Above the Break 3,Center(C),24+ ft.,24,70,238
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,1,13,4
Kamiah Smalls,Above the Break 3,Left Side Center(LC),24+ ft.,24,-112,222
Alanna Smith,In The Paint (Non-RA),Center(C),8-16 ft.,12,31,119
Shey Peddy,Restricted Area,Center(C),Less Than 8 ft.,1,18,2
Kia Vaughn,Mid-Range,Right Side Center(RC),16-24 ft.,17,140,108
Candice Dupree,Mid-Range,Left Side(L),8-16 ft.,12,-93,78
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,1,-10,9
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,3,7,31
Lauren Cox,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Diana Taurasi,Above the Break 3,Left Side Center(LC),24+ ft.,24,-143,205
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,3,10,34
Kia Vaughn,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,34
Kia Vaughn,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,73,126
Julie Allemand,Restricted Area,Center(C),Less Than 8 ft.,2,-12,23
Julie Allemand,Above the Break 3,Right Side Center(RC),24+ ft.,25,178,179
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,2,23,11
Candice Dupree,Restricted Area,Center(C),Less Than 8 ft.,2,-19,19
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,2,-22,4
Kelsey Mitchell,In The Paint (Non-RA),Center(C),8-16 ft.,8,37,79
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,1,15,12
Kelsey Mitchell,Above the Break 3,Center(C),24+ ft.,25,-52,253
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,2,-28,4
Diana Taurasi,Above the Break 3,Center(C),24+ ft.,27,31,276
Natalie Achonwa,Restricted Area,Center(C),Less Than 8 ft.,2,20,12
Diana Taurasi,Above the Break 3,Right Side Center(RC),24+ ft.,25,137,212
Diana Taurasi,Above the Break 3,Center(C),24+ ft.,27,52,266
Diana Taurasi,Above the Break 3,Left Side Center(LC),24+ ft.,29,-170,238
Diana Taurasi,Above the Break 3,Center(C),24+ ft.,26,50,264
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,3,26,23
Shatori Walker-Kimbrough,Mid-Range,Center(C),8-16 ft.,15,-12,156
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,25,12
Skylar Diggins-Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-30,34
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,3,2,35
Kelsey Mitchell,Mid-Range,Left Side(L),8-16 ft.,11,-83,80
Candice Dupree,Mid-Range,Right Side(R),16-24 ft.,16,137,99
Kelsey Mitchell,Above the Break 3,Left Side(L),16-24 ft.,22,-204,104
Tiffany Mitchell,Mid-Range,Left Side(L),8-16 ft.,12,-120,38
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,3,27,29
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,3,24,25
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-24,11
Candice Dupree,Restricted Area,Center(C),Less Than 8 ft.,2,24,-1
Shey Peddy,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,181
Shatori Walker-Kimbrough,In The Paint (Non-RA),Center(C),8-16 ft.,14,-50,132
Shey Peddy,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,79
Alanna Smith,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,9,57
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,14,21
Shatori Walker-Kimbrough,Restricted Area,Center(C),Less Than 8 ft.,3,28,11
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,2,-19,20
Tiffany Mitchell,Left Corner 3,Left Side(L),24+ ft.,23,-237,15
Shey Peddy,In The Paint (Non-RA),Center(C),8-16 ft.,11,14,116
Shatori Walker-Kimbrough,Restricted Area,Center(C),Less Than 8 ft.,3,-20,25
Myisha Hines-Allen,Mid-Range,Left Side(L),8-16 ft.,8,-81,39
Courtney Vandersloot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-31,31
Kiara Leslie,Restricted Area,Center(C),Less Than 8 ft.,1,-10,17
Leilani Mitchell,Left Corner 3,Left Side(L),24+ ft.,23,-232,0
Kahleah Copper,Mid-Range,Left Side Center(LC),16-24 ft.,17,-76,156
Emma Meesseman,Above the Break 3,Left Side Center(LC),24+ ft.,24,-150,198
Gabby Williams,Above the Break 3,Right Side Center(RC),24+ ft.,23,208,119
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,1,9,10
Cheyenne Parker,Above the Break 3,Center(C),24+ ft.,25,-6,250
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,25,26
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Leilani Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,25,109,233
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-49,12
Allie Quigley,Mid-Range,Left Side(L),8-16 ft.,10,-92,41
Ariel Atkins,Mid-Range,Center(C),16-24 ft.,16,-35,162
Allie Quigley,Mid-Range,Center(C),16-24 ft.,16,-19,167
Jacki Gemelos,Restricted Area,Center(C),Less Than 8 ft.,3,15,26
Tianna Hawkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,37
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,2,-27,10
Stefanie Dolson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,45
Jacki Gemelos,Mid-Range,Right Side(R),8-16 ft.,13,115,70
Allie Quigley,Above the Break 3,Left Side Center(LC),24+ ft.,25,-158,202
Emma Meesseman,Mid-Range,Center(C),16-24 ft.,17,3,178
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,49
Sug Sutton,Restricted Area,Center(C),Less Than 8 ft.,2,22,11
Courtney Vandersloot,Restricted Area,Center(C),Less Than 8 ft.,3,-24,18
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,3,-4,31
Courtney Vandersloot,Restricted Area,Center(C),Less Than 8 ft.,2,-20,14
Cheyenne Parker,Mid-Range,Center(C),16-24 ft.,16,11,164
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,36,36
Courtney Vandersloot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-121,219
Ariel Atkins,Above the Break 3,Left Side Center(LC),24+ ft.,23,-185,151
Ruthy Hebard,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,3,44
Stefanie Dolson,Mid-Range,Right Side Center(RC),16-24 ft.,16,67,151
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,3,35,7
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,3,-12,28
Leilani Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,24,59
Kiara Leslie,Restricted Area,Center(C),Less Than 8 ft.,2,-11,19
Emma Meesseman,Above the Break 3,Center(C),24+ ft.,25,-1,255
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,67
Allie Quigley,Above the Break 3,Right Side Center(RC),24+ ft.,24,134,206
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Myisha Hines-Allen,Mid-Range,Right Side(R),8-16 ft.,13,91,97
Gabby Williams,Restricted Area,Center(C),Less Than 8 ft.,2,-22,13
Stefanie Dolson,Restricted Area,Center(C),Less Than 8 ft.,2,14,16
Myisha Hines-Allen,Above the Break 3,Right Side(R),24+ ft.,23,222,84
Leilani Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,25,-181,175
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-35,20
Leilani Mitchell,Above the Break 3,Center(C),24+ ft.,24,-26,245
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,1,2,15
Courtney Vandersloot,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,149
Ruthy Hebard,Restricted Area,Center(C),Less Than 8 ft.,2,22,13
Emma Meesseman,Mid-Range,Left Side(L),16-24 ft.,19,-179,66
Leilani Mitchell,Mid-Range,Right Side(R),8-16 ft.,15,106,109
Myisha Hines-Allen,Mid-Range,Center(C),16-24 ft.,16,-1,162
Ariel Atkins,Above the Break 3,Center(C),24+ ft.,25,-13,254
Courtney Vandersloot,Above the Break 3,Center(C),24+ ft.,23,-59,231
Ariel Atkins,Left Corner 3,Left Side(L),24+ ft.,22,-229,13
Stephanie Mavunga,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,50,34
Kayla Thornton,Restricted Area,Center(C),Less Than 8 ft.,2,23,11
Damiris Dantas,Above the Break 3,Center(C),24+ ft.,24,71,235
Crystal Dangerfield,Above the Break 3,Left Side Center(LC),24+ ft.,27,-140,233
Marina Mabrey,Restricted Area,Center(C),Less Than 8 ft.,2,23,10
Odyssey Sims,In The Paint (Non-RA),Center(C),8-16 ft.,13,9,137
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,2,24,10
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,2,24,11
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,3,21,23
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,3,27,25
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,2,-15,24
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,3,25,17
Rachel Banham,Above the Break 3,Center(C),24+ ft.,25,46,251
Damiris Dantas,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-52,71
Tyasha Harris,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,-4
Lexie Brown,Restricted Area,Center(C),Less Than 8 ft.,3,21,22
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,2,-21,12
Tyasha Harris,Restricted Area,Center(C),Less Than 8 ft.,2,-14,16
Katie Lou Samuelson,Restricted Area,Center(C),Less Than 8 ft.,1,11,4
Katie Lou Samuelson,Restricted Area,Center(C),Less Than 8 ft.,2,-21,-1
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,2,-20,10
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,3,25,20
Katie Lou Samuelson,Restricted Area,Center(C),Less Than 8 ft.,2,-2,20
Marina Mabrey,Above the Break 3,Center(C),24+ ft.,25,-69,244
Allisha Gray,Restricted Area,Center(C),Less Than 8 ft.,1,-19,1
Tyasha Harris,Restricted Area,Center(C),Less Than 8 ft.,2,24,6
Allisha Gray,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-109,206
Arike Ogunbowale,Mid-Range,Left Side Center(LC),16-24 ft.,16,-74,145
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,1,-14,12
Crystal Dangerfield,Right Corner 3,Right Side(R),24+ ft.,23,232,25
Odyssey Sims,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-56,63
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,3,25,29
Crystal Dangerfield,Restricted Area,Center(C),Less Than 8 ft.,3,27,24
Allisha Gray,Left Corner 3,Left Side(L),24+ ft.,23,-236,-9
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,2,22,-10
Crystal Dangerfield,Above the Break 3,Right Side Center(RC),24+ ft.,23,86,224
Odyssey Sims,Above the Break 3,Left Side Center(LC),24+ ft.,25,-103,235
Katie Lou Samuelson,Above the Break 3,Center(C),24+ ft.,25,-73,244
Bridget Carleton,Restricted Area,Center(C),Less Than 8 ft.,2,-27,12
Bridget Carleton,Above the Break 3,Right Side Center(RC),16-24 ft.,23,114,208
Bridget Carleton,Restricted Area,Center(C),Less Than 8 ft.,3,29,22
Napheesa Collier,Restricted Area,Center(C),Less Than 8 ft.,3,13,37
Allisha Gray,Mid-Range,Left Side Center(LC),16-24 ft.,18,-82,169
Allisha Gray,In The Paint (Non-RA),Center(C),8-16 ft.,15,-61,138
Katie Lou Samuelson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,24
Odyssey Sims,Restricted Area,Center(C),Less Than 8 ft.,3,24,21
Odyssey Sims,Mid-Range,Center(C),8-16 ft.,14,-50,140
